run,voters,propositions,accuracy,adv_control,prop_corrupted,prop_corrupted_pct,target_corrupted,alpha,stake,elapsed_time
1,10,60,0.68,0.4,20,33.33,0,0.7,100.0,0.0002
2,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
3,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
4,10,60,0.68,0.4,57,95.0,1,0.7,100.0,0.0002
5,10,60,0.68,0.4,52,86.67,1,0.7,100.0,0.0002
6,10,60,0.68,0.4,59,98.33,1,0.7,100.0,0.0002
7,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
8,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
9,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
10,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
11,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
12,10,60,0.68,0.4,58,96.67,1,0.7,100.0,0.0002
13,10,60,0.68,0.4,59,98.33,1,0.7,100.0,0.0002
14,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
15,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
16,10,60,0.68,0.4,57,95.0,1,0.7,100.0,0.0002
17,10,60,0.68,0.4,59,98.33,1,0.7,100.0,0.0002
18,10,60,0.68,0.4,58,96.67,1,0.7,100.0,0.0002
19,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
20,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
21,10,60,0.68,0.4,58,96.67,1,0.7,100.0,0.0002
22,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
23,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
24,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
25,10,60,0.68,0.4,58,96.67,1,0.7,100.0,0.0002
26,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
27,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
28,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
29,10,60,0.68,0.4,60,100.0,1,0.7,100.0,0.0002
30,10,60,0.68,0.4,15,25.0,0,0.7,100.0,0.0002
